PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Aurich, D; Wittig, A; Stangier, D; Debus, J; Thomann, CA; Tillmann, W; Brummer, A				Aurich, Daniel; Wittig, Alexandra; Stangier, Dominic; Debus, Joerg; Thomann, Carl-Arne; Tillmann, Wolfgang; Bruemmer, Andreas			MoS2 thin films for unsynchronized, dry-running screw machines	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								Unsynchronized, dry-running screw machines have great potential to provide a resource-saving alternative to conventional screw machine designs. By saving external synchronization and the absence of a liquid lubricant, there are economic and ecological advantages. The use of materials and energy are reduced and the purity of the process gas is increased, the impact on the environment is minimized. Vacuum coating processes are one of the key technologies for realizing an unsynchronized, dry-running screw machine. The synthesized thin films can be optimally conditioned thanks to the near-net-shape coating and the possibility of changing the structural properties of the coating in a targeted manner. MoS 2 thin films as solid lubricant exhibit improved friction properties. As a result there is also a great potential to reduce friction and thus the use of energy.	[Aurich, Daniel; Bruemmer, Andreas] TU Dortmund, Fachgebiet Fluidtech, Dortmund, Germany; [Wittig, Alexandra; Stangier, Dominic; Tillmann, Wolfgang] TU Dortmund, Lehrstuhl Werkstofftechnol, Dortmund, Germany; [Debus, Joerg; Thomann, Carl-Arne] TU Dortmund, Expt Phys, Dortmund, Germany		Aurich, D (通讯作者)，Tech Univ Dortmund, Fak Maschinenbau, Fachgebiet Fluidtech, Leonard Euler Str 5, D-44227 Dortmund, Germany.	daniel.aurich@tu-dortmund.de					Choi W, 2017, MATER TODAY, V20, P116, DOI 10.1016/j.mattod.2016.10.002; Moldenhauer H., 2018, IOP C SERIES MAT SCI, V425; Rinder L., 1979, SCHRAUBENVERDICHTER; Scharf TW, 2013, J MATER SCI, V48, P511, DOI 10.1007/s10853-012-7038-2; Tillmann W., 2020, SURFACE 10 COATING T; Utri M., 2019, THEORETISCHE UNTERSU; Vazirisereshk MR, 2019, LUBRICANTS, V7, DOI 10.3390/lubricants7070057	7	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					40	44		10.1002/vipr.202100763			5	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK		hybrid			2022-05-01	WOS:000687336200013
J	[Anonymous]				[Anonymous]			Quenching Water in a Vacuum Two different States for liquid Water are revealed in the solid State	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Bachler J, 2021, P NATL ACAD SCI USA, V118, DOI 10.1073/pnas.2108194118	1	0	0	1	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					13	13					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK					2022-05-01	WOS:000687336200007
J	[Anonymous]				[Anonymous]			New Fusion Campaign JET Fusion Device begins Research Program with Deuterium-Tritium-Plasmas	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					7	7					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700003
J	[Anonymous]				[Anonymous]			Electrons from thin Films Broken Symmetries explain the Mechanism of a special Electron Emission	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Werner WSM, 2020, PHYS REV LETT, V125, DOI 10.1103/PhysRevLett.125.196603	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					12	12					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700007
J	Wilhelm, RA				Wilhelm, Richard A.			High Charge meets thin Layer Structuring of self-supporting Layers by means of Charge Exchange	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article							SLOW	High charge meets thin film In two-dimensional materials, highly charged ions can deposit energy through charge exchange and pattern the unsupported layers. The fundamentals and possible applications of the interatomic Coulomb decay (ICD) used in this process are described.	[Wilhelm, Richard A.] TU Wien, START Preises Osterreichischen FWF Forschungsgrp, Vienna, Austria		Wilhelm, RA (通讯作者)，TU Wien, Inst Angew Phys, Wiedner Hauptstr 8-10-134, A-1040 Vienna, Austria.	wilhelm@iap.tuwien.ac.at					Arnau A, 1997, SURF SCI REP, V27, P117; Aumayr F, 2011, J PHYS-CONDENS MAT, V23, DOI 10.1088/0953-8984/23/39/393001; Cederbaum LS, 1997, PHYS REV LETT, V79, P4778, DOI 10.1103/PhysRevLett.79.4778; Drake G., 2021, SPRINGER HDB ATOMIC; Gruber E, 2016, NAT COMMUN, V7, DOI 10.1038/ncomms13948; Jahnke T, 2020, CHEM REV, V120, P11295, DOI 10.1021/acs.chemrev.0c00106; Kozubek R, 2019, J PHYS CHEM LETT, V10, P904, DOI 10.1021/acs.jpclett.8b03666; Schwestka J, 2020, ACS NANO, V14, P10536, DOI 10.1021/acsnano.0c04476; Skopinski L, 2021, REV SCI INSTRUM, V92, DOI 10.1063/5.0025812; Wilhelm RA, 2017, PHYS REV LETT, V119, DOI 10.1103/PhysRevLett.119.103401; Wilhelm RA, 2015, 2D MATER, V2, DOI 10.1088/2053-1583/2/3/035009	11	0	0	2	2	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					30	33		10.1002/vipr.202100768			4	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400008
J	[Anonymous]				[Anonymous]			Large rotational kinetic Memory during the First Use New Development suitable for decentralized Use in Wind Parks	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					9	9					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400017
J	[Anonymous]				[Anonymous]			Starting of Hydrogen-Lead Projects Funding Initiative should remove Obstacles on the Way to a German Hydrogen Economy	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					12	12					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400020
J	Juhnke, C; Muller, D				Juhnke, Christian; Mueller, Dieter			"Nothing works anymore!": Vacuum Training in Pandemic Times "There's still something going on!": Digital Formats, Presence and Hybrid Events	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material									[Juhnke, Christian; Mueller, Dieter] Frankfurt Univ Appl Sci, Lab Vakuum & Tieftemperaturtech, DVG Ausbildungsausschusses, Frankfurt, Germany		Juhnke, C (通讯作者)，Frankfurt Univ Appl Sci, Lab Vakuum & Tieftemperaturtech, DVG Ausbildungsausschusses, Frankfurt, Germany.	juhnke@fb2.fra-uas.de						0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					40	41		10.1002/vipr.202170307			2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900010
J	Obst-Hubl, L				Obst-Hubl, Lieselotte			On the Trail of the Unknown Lieselotte Obst-Huebl received a Prize from the American Physical Society	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					18	18					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900021
J	[Anonymous]				[Anonymous]			Alloys that find themselves Alternatives for the Use of rare or environmentally harmful nuclear Components	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					8	8					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900005
J	Sienk, T				Sienk, Thorsten			Efficient Steel Degassing Combination of Roots Blowers and Screw Vacuum Pumps in Vacuum-Oxygen-Decarburization Plants	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material									[Sienk, Thorsten] Auftrag Aerzener Maschinenfabrik GmbH, Aerzen, Germany		Sienk, T (通讯作者)，Auftrag Aerzener Maschinenfabrik GmbH, Aerzen, Germany.							0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					42	44					3	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700018
J	[Anonymous]				[Anonymous]			175 Years of Vision with Precision Zeiss celebrated its Founding Anniversary with a virtual Ceremony	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					6	7					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800001
J	[Anonymous]				[Anonymous]			Nathalie Benedikt is the new CFO at Meyer Burger Strengthening the international Corporate Orientation	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					10	10					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800006
J	[Anonymous]				[Anonymous]			A Sphere that makes Electrons to Vibrate New Plasma Analysis shortly before the Market Maturity	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Lapke M, 2008, APPL PHYS LETT, V93, DOI 10.1063/1.2966351; Pohle D, 2020, IEEE T MICROW THEORY, V68, P2067, DOI 10.1109/TMTT.2020.2974835	2	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					10	11					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400018
J	[Anonymous]				[Anonymous]			Starting Shot for MATQu: Qubits on the Way to Marketability European Joint Project creates Value Chain for industrially manufacturable Quantum Computers	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					9	9					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK					2022-05-01	WOS:000687336200004
J	[Anonymous]				[Anonymous]			Mit With a Pinch of Nitrogen and artificial Intelligence Laser Plasma Accelerators make important Step towards practical Applicability	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Jalas S, 2021, PHYS REV LETT, V126, DOI 10.1103/PhysRevLett.126.104801; Kirchen M, 2021, PHYS REV LETT, V126, DOI 10.1103/PhysRevLett.126.174801	2	0	0	1	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					11	12		10.1002/vipr.202170303			2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900003
J	Bergner, U				Bergner, Ute			High-tech with attention to people and planet - Energy and resource management in the vacuum industry	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								Resources on our planet are limited. Solar Energy is the only extraterrestrial resource we have. Thus, a future challenge will be to use these resources responsibly. The conservation principles of physics should be used as guidelines for innovative ideas and sustainable decisions. Especially well thought out recycling processes are necessary to achieve these goals. This paper presents thought-provoking impulses and case studies of successful solutions.	[Bergner, Ute] VACOM, Grosslobichau, Germany; [Bergner, Ute] Univ Jena, Phys Inst, Jena, Germany; [Bergner, Ute] VACOM Vakuum Komponenten & Messtech GmbH, Bruckenackern 3, D-07751 Grosslobichau, Germany		Bergner, U (通讯作者)，VACOM Vakuum Komponenten & Messtech GmbH, Bruckenackern 3, D-07751 Grosslobichau, Germany.	info@vacom.de					Bergner U, 2020, VAK FORSCH PRAX, V32, P29, DOI 10.1002/vipr.202000740; Bock T, 2021, VACUUM, V184, DOI 10.1016/j.vacuum.2020.109918; Jousten K, 1999, CERN REPORT, V99, P111; Jousten K., 2018, HDB VAKUUMTECHNIK, V12	4	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					28	34		10.1002/vipr.202100758			7	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900021
J	Delmdahl, R				Delmdahl, Ralph			Future of UV Lasertechnology in industrial PLD processes	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								The success formula for any thin film technology on the production floor is bridging the gap between precisely depositing a functional thin film and at the same time achieving industrial processing rates. Fortunately, the pulsed laser deposition method has come of age thanks to output power and stability advances in UV excimer laser technology and has become a proven and industrial grade thin film deposition method.	[Delmdahl, Ralph] Goethe Univ Frankfurt, Chem Studium, Frankfurt, Germany; [Delmdahl, Ralph] Tech Univ Carolo Wilhelmina Braunschweig, Phys Chem, Braunschweig, Germany		Delmdahl, R (通讯作者)，Hans Bockler Str 12, D-37079 Gottingen, Germany.	ralph.delmdahl@coherent.com						0	0	0	0	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					38	41		10.1002/vipr.202100751			4	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT		Bronze			2022-05-01	WOS:000618998700017
J	[Anonymous]				[Anonymous]			Free Carbon-Nanostructures A specially developed Deposition Source allows Carbon-bound Nanoparticles to grow on non-reactive Surfaces	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Galeotti G, 2020, ANGEW CHEM INT EDIT, V59, P22785, DOI 10.1002/anie.202010833	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					16	16					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700011
J	Brauer, G				Braeuer, Guenter			Michael Bonitz and three of his former PhD Students honored with the John Dawson Award Prestigious Award from the American Physical Society honors the Work of the Plasma Physicists in Kiel	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Dornheim T, 2020, PHYS REV LETT, V125, DOI 10.1103/PhysRevLett.125.085001; Dornheim T, 2018, PHYS REP, V744, P1, DOI 10.1016/j.physrep.2018.04.001	2	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					16	17					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK					2022-05-01	WOS:000687336200015
J	Ritter, E; Philipp, A				Ritter, Erik; Philipp, Alexandra			Electron Beam Ion Sources for fundamental research with highly charged ions: Ultra high vacuum technology to reach highest charge states	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								Fundamental research with highly charged ions is often connected to huge accelerator facilities with limited beam time. Room-temperature electron beam ion sources provide a compact, reasonable and simple approach to produce these exotic material conditions in onsite laboratories. This article introduces the functional principle of the electron beam ion source. The technological challenges of the vacuum generation and manipulation are discussed. Highly charged ions are used in various fields, for instance for x-ray spectroscopy to identify characteristic x-ray lines from astronomical x-ray spectra. Furthermore, the precision measurement of nuclear radii and masses, as well as the generation of small dedicated surface modification are applications for highly charged ions. These two research fields are explained based on the KOALA experiment in Darmstadt for laser spectroscopy and the work group time4ions at the Vienna University of Technology.	[Ritter, Erik] Tech Univ Dresden, Dresden, Germany; [Ritter, Erik; Philipp, Alexandra] DREEBIT GmbH, Southwallstr 5, D-01900 Grossroehrsdorf, Germany		Ritter, E (通讯作者)，DREEBIT GmbH, Southwallstr 5, D-01900 Grossroehrsdorf, Germany.	info@dreebit-ibt.com					DONETS ED, 1985, NUCL INSTRUM METH B, V9, P522, DOI 10.1016/0168-583X(85)90359-3; DYALL KG, 1989, COMPUT PHYS COMMUN, V55, P425, DOI 10.1016/0010-4655(89)90136-7; Geller R., 1991, Zeitschrift fur Physik D (Atoms, Molecules and Clusters), P117; Konig K, 2020, REV SCI INSTRUM, V91, DOI 10.1063/5.0010903; Schwestka J, 2020, ACS NANO, V14, P10536, DOI 10.1021/acsnano.0c04476; Sharkov B, 2005, IEEE T PLASMA SCI, V33, P1778, DOI 10.1109/TPS.2005.860080; Wenander F, 2010, J INSTRUM, V5, DOI 10.1088/1748-0221/5/10/C10004; Zschornack G, 2010, REV SCI INSTRUM, V81, DOI 10.1063/1.3267846	8	0	0	1	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					34	39		10.1002/vipr.202100764			6	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK					2022-05-01	WOS:000687336200012
J	[Anonymous]				[Anonymous]			3D Printing on the Nanoscale Electrochemical Printing Processes create complex metallic Objects with a Diameter of just 25 Nanometers	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Hengsteler J, 2021, NANO LETT, V21, P9093, DOI 10.1021/acs.nanolett.1c02847	1	0	0	2	2	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					22	22					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800020
J	[Anonymous]				[Anonymous]			AWAKE brings Protons into Tact Making new Technology usable for Collision Experiments	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Batsch F, 2021, PHYS REV LETT, V126, DOI 10.1103/PhysRevLett.126.164802	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					15	15					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900018
J	[Anonymous]				[Anonymous]			The Marriage of Order and Disorder Physical Properties of Pore Networks are also important for time-released Drugs	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Enninful HRNB, 2021, LANGMUIR, V37, P3521, DOI 10.1021/acs.langmuir.0c03047	1	0	0	0	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					14	14					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900010
J	Hosenfeldt, T				Hosenfeldt, Tim			CO2-neutral Mobility as a Challenge and an Opportunity - From the powertrain to the electrolyzer: Plasma surface technology along the energy chain	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								Three concepts are suitable for CO2-neutral and sustainable mobility: First, the direct use of electrical energy for battery electric vehicles (BEV). Secondly, the conversion of regeneratively generated electricity into green hydrogen as an energy carrier for fuel cell electric vehicles (FCEV) and thirdly, the generation of synthetic fuels from green hydrogen. The technologies will complement each other in terms of vehicle weight, distance and required propulsion power. Regardless of the powertrain concept, plasma surface technology offers outstanding opportunities for the optimization of highly stressed tribological systems. For example, Triondur PVD and PACVD coating systems in the automotive industry, where they were initially used to prevent wear, have become an extremely valuable design element for increasing energy efficiency and CO2 savings through friction reduction. As a result, more than 150 million components coated with Triondur were delivered worldwide in 2018. Defossilization of the energy chain requires increased industrialization of components for electrolyzers and fuel cells, such as the metallic bipolar plates of galvanic cells. Here, as well, plasma surface technology will play a key role in meeting the high demands for the required electrochemical properties and quality standards. For CO2-neutral and sustainable mobility, plasma surface technology will always be and remain an important key technology, regardless of the powertrain concept.	[Hosenfeldt, Tim] Schaeffler AG, Zent Forsch & Innovat, Ind Str 1-3, D-91074 Herzogenaurach, Germany; [Hosenfeldt, Tim] Corp Competence Ctr Cent Technol, Ind Str 1-3, D-91074 Herzogenaurach, Germany		Hosenfeldt, T (通讯作者)，Schaeffler AG, Zent Forsch & Innovat, Ind Str 1-3, D-91074 Herzogenaurach, Germany.; Hosenfeldt, T (通讯作者)，Corp Competence Ctr Cent Technol, Ind Str 1-3, D-91074 Herzogenaurach, Germany.	tim.hosenfeldt@schaeffler.com					Czichos H., 2010, TRIBOLOGIE HDB; Dobrenizki L., 2020, MTZ MOT Z, V81, P66; Holmberg K, 2017, FRICTION, V5, P263, DOI 10.1007/s40544-017-0183-5; Hydrogen Council, 2017, HYDR SCAL SUST PATHW; Schaeffler Technologies AG & Co. KG, 2019, TRIOND SCHICHTS SYST; Schulz E., 2013, FORTSCHRITT BERICHTE	6	0	0	4	6	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					22	27		10.1002/vipr.202100753			6	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700014
J	[Anonymous]				[Anonymous]			Phase Transition with only six Atoms The formation of a Phase Transition can be observed on the basis of individual, ultra-cold Atoms	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Bayha L, 2020, NATURE, V587, P583, DOI 10.1038/s41586-020-2936-y	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					15	15					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700010
J	Elena, D				Elena, Dasha			X-ray Award for Dasha Elena Nelidova New Treatment Method to restore Vision in age-related Macular Degeneration	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					26	26					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800025
J	[Anonymous]				[Anonymous]			A second Life for Plastic Waste This year's "Innovation in Vacuum Busch Award" goes to Quantafuel ASA	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					14	15					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800011
J	[Anonymous]				[Anonymous]			Playing Dominoes with Molecules Controlled Molecular Movement opens up new Possibilities for Sensor Technology and Quantum Computing	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Knol M, 2021, SCI ADV, V7, DOI 10.1126/sciadv.abj9751	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					23	23					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800021
J	[Anonymous]				[Anonymous]			At the Limits of common Ideas The Measurement Result of the anomalous magnetic Moment of the Muon indicates a real Discrepancy between Experiment and Theory	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																	Abi B, 2021, PHYS REV LETT, V126, DOI 10.1103/PhysRevLett.126.141801	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					13	14					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900017
J	[Anonymous]				[Anonymous]			Green Hydrogen as a Building Block for the Energy Transition CatLab in Berlin becomes a Lighthouse for Hydrogen-Research	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					9	9					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT					2022-05-01	WOS:000618998700006
